,source,date,name,rating,description
28,2gis,29-11-2021,Alana Dzadza,0,"Спасибо большое вашей компании за отличную работу.за большой перечень оказываемых услуг, за то что компания не стоит на месте ,с каждым днем появляются новые высоко качественные сферы услуг!отдельное спасибо хотим выразить Азе, за ее отзывчивость, грамотный,высоко квалифицированный подход к работе, и каждому клиенту!Большое Вам спасибо!"
29,2gis,29-11-2021,ngalina6698,0,"Спасибо за то, что не стоите на месте и постоянно развиваетесь: мойки, штрафы, парковки, командировки!!! Все это позволяет и нам совершенствоваться вместе с вами. Любой отчет по запросу, полный контроль и управление картами в личном кабинете, быстрое зачисление денег на баланс. Все просто отлично! Спасибо."
30,2gis,28-11-2021,natalyatroyanova151,0,"Работаем больше года, зачисление денег на баланс быстрое, есть возможность подключить овердрафт, сети АЗС достаточно, управление картами в режиме онлайн, так же можно пользоваться мойками и парковками. Ждем запуска оплаты платных дорог. Спасибо, что развиваетесь."
31,2gis,27-11-2021,Александра Полякова,0,Хочу поблагодарить ППР за сотрудничество и помощь в любых вопросах! Особая благодарность менеджеру Ольге за профессионализм и клиентоориентированность.
32,2gis,27-11-2021,Елена Евтихова,0,"Хорошо, что можно заправиться по их картам практически на любой АЗС.Предоставляют беспроцентную отсрочку, что очень выручает.Очень компетентные сотрудники, которые всегда готовы помочь .Работать с ними одно удовольствие!"
33,2gis,27-11-2021,matrab,0,"Сотрудничеством с компанией очень довольны. Удобный личный кабинет, отчётность всегда под контролем. Широкая сеть АЗС и бесплатная отсрочка платежа. Спасибо менеджеру Олесе за грамотную и подробную консультацию!"
34,2gis,26-11-2021,yurapisareff,0,"Выражаю огромную благодарность компании ППР за отличный сервис, большой выбор услуг, оперативное решение любых вопросов, индивидуальный подход к каждому клиенту! С таким количеством конкурентов вы однозначно Лучшая компания на рынке топливных карт!!!"
35,2gis,26-11-2021,aleks1671,0,"Добрый день!

Хочу выразить свои эмоции по работе с ООО ППР.
Данная компания, в рамках своих возможностей, предоставляет широчайший спектр очень востребованных услуг на современном процессинговом рынке. По данной теме можно говорить бесконечно…однако в этом письме мне бы хотелось остановиться на работе людей, которые стоят в буквальном смысле на «передовой» в работе ППР. Особые слова благодарности хочу передать менеджеру Ольге Б. культурному, эрудированному и очень грамотному специалисту, очень ПРИЯТНО, как она выполняет свою работу, в ходе которой всегда сделает все возможное, чтобы помочь клиенту решить все проблемы, возникшие при эксплуатации топливных карт. От неё можно получить любую информацию и помощь по широчайшему спектру вопросов
Спасибо, что такие спецы работают в вашей компании!!!"
36,2gis,26-11-2021,azarinanadezda,0,"Своевременная отчетность, нужные услуги, удобный лк и помощь менеджера
Помощь в работе менеджера, все вопросы решают быстро. Огромная сеть АЗС и удобный лк. Довольны."
37,2gis,26-11-2021,efremov01031958,0,С данной компанией сотрудничаем 1 год и только положительные впечатления. Менеджеры всегда на связи и готовы всегда помочь. Количество АЗС партнеров ОГРОМНОЕ. Система овердрафт тоже радует. Вообщем надеемся на долгосрочное сотрудничество!
38,2gis,26-11-2021,efremov01031958,0,Работаем с данной компанией 1 год и только положительные впечатления. Количество АЗС Огромное. Менеджеры компании профессионалы своего дела. Вообщем нас устраивает все!
39,2gis,26-11-2021,Алина Юнусова,0,"От Компании «Глимс» выражаю огромную благодарность персональному менеджеру Третьяковой Олесе, которая оперативно решает все наши вопросы и самое главное предлагает удобные варианты обслуживания. Сотрудничаем с компанией ППР несколько лет, всем довольны.
Классное Мобильное приложение
Обмен документами в ЭДО
Приятно, что по картам можно воспользоваться мойкой и шиномонтажом, а также
отслеживать штрафы и оплачивать их через Личный кабинет.
Деньги на баланс поступают быстро.
У них самая широкая сеть АЗС."
40,2gis,25-11-2021,Василина Шатохина,0,"Работаем с компанией ППР год. За время работы ни раз обращались к персональному менеджеру Юлии, ответы от нее поступают мгновенно, вопросы всегда решаются в пользу клиента. Нравится большая сетка АЗС, быстрое поступление отчётных документов, мгновенная реакция на любые запросы."
41,2gis,25-11-2021,Elena Novikova,0,"Сеть азс самая широкая, очень удобный личный кабинет и приложение.
ППР не стоит на месте. Много услуг и отличный сервис. Спасибо."
42,2gis,25-11-2021,Татьяна М.,0,"Работаю с ППР примерно год. Нравится личный кабинет, удобный. Много заправок. Можно обратиться к своему менеджеру и она всегда нам поможет. Мы очень довольны!"
43,2gis,25-11-2021,o.r.tretyakova,0,"Отличная компания! Нам нравится с ними работать (сотрудничаем больше четырёх лет). Из плюсов - заправиться по картам можно почти везде, документами обмениваемся в ЭДО, отсрочку предоставляют бесплатную на месяц, для водителей всегда работает горячая линия, а с более сложными вопросами в любое время помогает наш персональный консультант. Рекомендую!"
44,2gis,25-11-2021,Евгений,0,"ППР-одним словом все четко и быстро.
Рекомендую к сотрудничеству.
Работаем с компанией около 3 лет.
Удобный личный кабинет, отслеживаем еще штрафы, есть личный менеджер Мария. да и все сотрудники в ППР очень адекватные.
Евгений."
45,2gis,24-11-2021,Владимир,0,"С компанией ППР работаем уже много лет. Нравится то, что у них большое количество АЗС, очень простой и удобный личный кабинет, всегда оперативно помогает менеджер Юлия. Всем рекомендую компанию ППР к сотрудничеству."
46,2gis,24-11-2021,Валерия,0,"Спасибо за работу. Нам с Вами легко и удобно. Также хочу отметить менеджера Анну, все вопросы решаются быстро."
47,2gis,24-11-2021,okuznetsova1112,0,Сервисом и отношением к клиентам очень довольны. Большой выбор услуг и индивидуальный подход. Есть отсрочка и удобный ЛК. Особая благодарность менеджеру за помощь в любых вопросах.
48,2gis,24-11-2021,pavrybakow,0,"Современная топливная организация ППР.
Сначала были сомнения,но ребята молодцы, сервис на очень хорошем уровне. Благодарим менеджера Марию и всю команду ППР."
49,2gis,24-11-2021,salieva_or,0,"Компанию ППР однозначно рекомендую! Водители довольны - карты принимают на всех крупных брендах и на многих частных, в мобильном приложении удобно АЗС по маршруту подбирать и остаток по лимиту актуальный видеть. Я, как руководитель, не менее довольна - отсрочку бесплатную предоставляют, деньги на баланс зачисляют быстро и даже в выходные, документы получаю по ЭДО своевременно, со всеми вопросами обращаюсь к нашему персональному менеджеру и всегда получаю ответы. Спасибо, ППР!"
50,2gis,19-11-2021,konditerka5,0,"Сотрудничаем с компанией более 3х лет. Хочется отметить удобство обслуживания и общения как на АЗС так и с офисом. Личный кабинет очень информативный, позволяет настроить необходимые функции в удаленном режиме. Менеджеры всегда на связи, готовы помочь в решении возникающих вопросов. Отдельная благодарность нашему менеджеру Азе."
51,2gis,27-10-2021,zhavoronkova_oks,0,"Работаем с ППР с 2017года, и нам очень комфортно!
Личный кабинет, мобильное приложение, широкая сеть АЗС —​ вот некоторые, но далеко не все достоинства компании!
Помимо выгодных условий нам предложили и отсрочку платежа, что очень удобно.
Отдельное спасибо нашему менеджеру Олесе, она на связи всегда, даже в нерабочее время.
​"
52,2gis,27-10-2021,snab,0,"ГК ""САЛЮТ""в которую входят ООО ""САЛЮТ АЛКО"",ООО ""САЛЮТ ПЛЮС"",ООО ""БАЗ"" сотрудничает с компанией GPC-RUS уже несколько лет. Отличная компания! Быстро зачисляются денежные средства на лицевой счет. Удобный в использовании личный кабинет ППР , есть возможность отслеживать транзакции. Очень удобно пользоваться топливными картами.Ну бух. отчетность на высшем уровне. В любой момент можно узнать баланс в случае необходимости самостоятельно выписать счет на предоплату. Нам предоставлена скидка. Хочется отметить отличную работу персонального менеджера Тебиеву Азу . Всегда на связи. При возникновении рабочих вопросов помогает квалифицированно и быстро их решить. Отдельное Спасибо!Успехов и процветания!

С уважением ГК ""САЛЮТ"""
53,2gis,25-10-2021,aleksandr.dymov,0,"Добрый день!
Работаем с компанией ""ППР"" более 2-х лет, до этого пробовали сотрудничать с несколькими поставщиками в данном направлении.
Могу сказать, что очень удобный сервис, по мимо топливных карт, ППР предоставляет множество сопутствующих услуг, актуальных в направлении автотранспорта. Компания не стоит на месте в предоставлении современных решений для пользователей.
Менеджер Анна, всегда оперативно проконсультирует, решит возникший вопрос. Отдельное спасибо!"
54,2gis,21-10-2021,Ekaterina Vorobyeva,0,"ППР- это стабильная фирма с которой комфортно сотрудничать!
Работаем с ППР уже 4 год, все отлично, без сбоев, решение вопросов оперативное, возможность постоплаты- а то в наше время просто необходимо. Личный кабинет для использования выше всяких похвал.

Спасибо за долговременное сотрудничество

С уважением Транспортная компания ""Магистраль"""
55,2gis,26-06-2021,Andrey Uvarov,0,"Картами доволен, в последнее время больше новых фишек появляется, что очень радует. Те же электронные талоны или штрихкоды, когда и самому можно карту не брать, и водителям не раздавать - уж слишком часто теряли их. Да ну и вообще очень удобно, что в личном кабинете абсолютно всё видно. Бумажек становится меньше, на телефоне тоже висеть не приходится, чтобы вопрос решить"
56,2gis,23-06-2021,Валерий Демушкин,0,"очень удобно всё придумано. сейчас нет никаких долгих разбирательств с водителями. теперь всё четко - раздал инструкции и вперед. через личный кабинет контроль и вся информация всегда там. + всё переходит в электронку - хоть документы оформить, хоть в поддержку обратиться, хоть отчеты получить. я только плюсую. это огромная экономия времени"
57,2gis,21-05-2021,Кирилл Горький,0,"картами пользуемся давно, раньше сотрудничали с другими фирмами, но ППР стал нашим фаворитом. чат-бот и личный кабинет -просто огонь. с ними смогли привести в порядок бухгалтерию. нет никакой путаницы с активными и потерянными картами, не пропускали писем о штрафах и ни разу не было простоев из-за оформления платёжных требований (потому что даже это можно сделать в личном кабинете)"
58,2gis,13-05-2021,Misha Demin,0,"хороший удобный сервис. дает много преимуществ в оптимизации работы. я сначала сомневался, нужны ли нам вообще карты. сейчас вижу плюсы в доходах (тут и небольшая экономия, и прекратились странные транзакции) и просто в работе меньше волокиты бумажной"
59,2gis,22-04-2021,Николай Суворов,0,"могу сказать со стороны водителя, что карты - это спасение нервов в дороге, потому что случае чего - начальник подключается к решению проблемы и техподдержка самих ппр. раньше приходилось самому думать, как что решить,а потом еще и отчитываться. а сейчас максимально прозрачно - я только авто вожу, а все остальные опросы - не моя головная боль. спасибо ппр)"
60,2gis,16-04-2021,Сергей Туров,0,"ППР не первая компания, с которой мы сотрудничаем, могу сказать, что вы молодцы. В чатах толковые операторы и по полгода не ждем ответа, если нужно что-то оперативно спросить. А так в кабинете сам настраиваю - очень удобно и всё работает"
61,2gis,19-03-2021,Павел Слуцкий,0,"компании спасибо за удобство. про личный кабинет особо не знаю, я не начальник, но как водителя меня всё устраивает - карта универсальное средство в дороге. и мне не надо бумажки собирать, чеки, доказывать, что я ничего лишнего не потратил. а если проблема какая - то либо начальник через кабинет решает, либо через чат бота или менеджеров"
62,2gis,13-03-2021,Vasily Filatov,0,"с ппр прошли уже вместе немало. могу сказать, что компания однозначно развивается и улучшается - на это приятно смотреть и приятно сотрудничать при таком подходе. адекватные менеджеры и онлайн поддержка. мне легко всё отслеживать в кабинете- и транзакции, и лимиты, и маршруты - там очень много возможностей облегчить себе работу"
63,2gis,20-02-2021,Inga Volobueva,0,"Я, как бухгалтер на фирме, прям очень благодарна ППР за их работу. Начальник там что-то про личный кабинет нахваливает обычно, но мне главное, что в конце месяца высылают документооборот в электронном виде"
64,2gis,18-02-2021,Александр Симакин,0,"С ппр мы работаем уже примерно пару лет, впечатления в целом положительные. Нравится то, что все проблемы или сложности решаются буквально за день, а иногда и за пару часов. Ну и с их техподдержкой просто приятно общаться, видно, что люди готовы решать вопросы, а не просто отмазками отвечать."
65,2gis,16-01-2021,Yury Albanov,0,"За что люблю ППР - так это за ненапряжность и продуманность процесса работы. Оплатил топливо через карту, спросил что непонятно у менеджера, скидку получил на разные операции -штрафы, мойку и прочее, ЭДО в конце месяца прислали - и всё, голова не болит. Особенно актуально в праздники было. Конечно, всегда есть куда совершенствоваться, но уже неплохо"
66,2gis,13-01-2021,Леонид Борисов,0,"Работаем с ними два месяца, пока все устраивает. В первую очередь нравится, что в личном кабинете видны все расходы в подробностях и можно понять, что и куда потрачено."
67,2gis,19-12-2020,Иван Михайлов,0,"широкая сеть заправок, которая постоянно расширяется. еще во многих важных для нас регионах они работают, к тому же тут можно небольшие скидки получать. но главное преимущество ппр для меня - бухгалтерская отчетность в личном кабинете. это сильно упрощает жизнь."
68,2gis,11-12-2020,Виктор Поляков,0,"Работаем вместе уже несколько лет, не всё идеально было конечно, но компания стремится хотя бы улучшать сервисы. Один личный кабинет чего стоит - всё можно решить онлайн (открыть/закрыть доступ, увидеть транзакции, получить скидку, оплатить штраф). Я был в восторге от него - лично мне он упростил жизнь. Ну и бухгалтерская отчетность, которую мы получаем, тоже отличная вещь."
69,2gis,30-11-2020,Иван Дубравин,0,"За два месяца работы понял, что компания работает на качество и удобство своих клиентов. Если мне требуется какая-то информация, то просто захожу в личный кабинет, где всегда могу найти необходимые данные. Если что-то непонятно, есть менеджер, который всегда на связи и проконсультирует по всем вопросам. Сама же система очень удобная. Хочется, чтобы так работали все."
70,2gis,01-11-2020,Глеб Балошин,0,"Приятно осозновать, что мы двигаемся вперед и не стоим на месте! Начал работать с ребятами и понял, что они идут в ногу со временем и делают все для удобства своих клиентов."
71,2gis,14-07-2020,Екатерина Черская,0,"очень несмышлённая компания. Навязчивые , недалёкие . Я без преувеличения 10 раз просила мне не звонить. Сотрудничать с таким бизнесом нет желания ."
72,2gis,08-11-2019,Николай Марьин,0,"Отличная карта, всем рекомендую👌"
73,2gis,28-10-2019,Сергей Белов,0,"О компании только хорошее мнение, все быстро и удобно. Сервисы совершенствуются и подстраиваются под желания клиента."
74,2gis,09-08-2019,Arthur Khannanov,0,"Сайт неплохой, звонят иногда..
Обслуживался в режиме тестирования с целью возможного перевода на эти карты другой производственной компании.
1. При блокировке карт ( а пополнили счет в пятницу), в выходные дни невозможно разблокировать карты, т.к. манагеры отдыхают. И это происходит только в понедельник
2. Убили те же манагеры из руководства, когда заблокировали карты, а для разблокировки затребовали СПРАВКУ из ФНС об отсутствии задолженности! . Это при полной 100% ПРЕДОПЛАТЕ со расчетного счета !! Если я буду каждому из 100 ПОДРЯДЧИКОВ засылать буха в ФНС, то придётся держать дополнительного человека для этого..
3. Хоть Вам скажут, что всё бесплатно, за что-то все равно берут за обслуживание.
Идея хорошая, но можно испоганить любую идею при полном разгильдяйстве и бестолковости руководства и манагеров.
Не читайте, что они тут напишут, отвечать не собираюсь, достаточно напереписывался.."
75,2gis,26-03-2019,vikt0rovich1,0,"А я доволен ППРом, с ценой сейчас везде сложности, но эти хоть решают любую проблему. Документы никак не мог получить, на их почту для обратной связи пожаловался, сразу с вопросом разобрлись, оказывается это я сам ошибся, а пенял на них. Да и вообще вопросы решают быстро стоит только сказать л проблеме, компания все таки клиентоориентированная"
76,2gis,15-02-2019,jeweloly,0,"Работаем с этой компанией 2 года. Все было неплохо до сентября 2018 года.
1. Просто взяли и провели наценку за обслуживание по топливу, хотя сервис лучше не стал
2. С отчетной документацией проблемы, с ЭДО также (транзакций не хватает, неверно выставляют документы). Ошибки постоянно приходится искать.
3. Лимиты по картам нарушаются. Стоит четкий лимит - перекат достигает 10 000р и больше и никак это не регулируется!!!
4. Затем взяли и начали переписывать ЛК - сейчас пользоваться неудобно, ошибки.
5. Прописываешь разработчикам, в чем проблемы, это не исправляют."
77,2gis,08-12-2016,kra,0,"В личном кабинете сделали заявку на разблокировку карты №5 (договор №...). в личном кабинете указано - ""в процессе разблокировки"". И такой статус уже более суток. Обратился на горячую линию - сказали, что возможна разблокировка в течение суток - много заявок. Повторно обратился на горячую линию. Замучился ждать по телефону 8800-333-53-30. Никто не взял трубку на протяжении 10 минут. Звонил с 2 телефонов, без толку. Обратился на номер 8-495-280-01-10, только так смог дозвониться - сотрудник сказал, что заявка в статусе ""отклонена"" и необходимо пополнить счет еще на 1 тысячу рублей, на вопрос ""как я могу об этом узнать и почему мне не сообщили"" ответить не смогла. Подобная реакция на вопросы уже не первый раз, подробности можете уточнить у Юлии Ивановой."
78,2gis,29-09-2016,Sergey Bratchikov,0,"Звонят, пишут, предлагают, а ничего нельзя взять. Надоели, если честно. Только злят. Карточка попала вместе с автомобилем от лизинговой компании. Не везде можно заправится, терпел их, но ведь не отстают, злят и злят. В жизни и так полно поводов расстраиваться, так стоит ли еще и из за них?
Странная компания. Я их топливной картой заправляю рабочий автомобиль. Не удобно. Предложили платежную карту, Сами предложили, я их за язык не тянул. Заполняю бумаги, отправляю - ни ответа ни привета. Но присылают ежемесячно письма: Какие мы передовые! Отвечаю, что это не так, присылают письмо: уточните данные. отправляю в ответ уточненные данные, приходит письмо, что мое письмо не дошло.
Работают плохо, но сейчас другой карты нет. Просить что-то у ППР другое - себе дороже. Попробуем найти другие варианты заправки автомобиля."
79,2gis,02-10-2015,savchenko_valentin,0,Хотим поблагодарить нашего персонального менеджера Юлию Иванову за отзывчивость и трепетное отношение к клиенту. Мы надеемся на долгое сотрудничество с Петрол Плюс Регион.
80,2gis,23-07-2015,perevozki-msk,0,"Пользуемся картами ППР уже достаточно давно. Рады, что сеть постоянно пополняется, причем не только маленькими компаниями."
81,2gis,04-06-2015,inna.kolach86,0,"Очень бытро получили топливные карты, буквально на следующий день! В предыдудщих компаниях ждали неделями!!))))"
82,2gis,13-05-2015,Федор,0,"Нам нравятся аналитические сервисы, которые предлагает эта компания. Хотелось бы, чтобы баланс почаще обновлялся, а то следить за ним, порой, бывает очень сложно."
83,2gis,27-03-2015,shavalievrm,0,"отвратительно,категорический не рекомендую компанию, как оказалось позже ,обдираловка ,деньги пропадают на разблокировку и еще какие есть у них услуги платные неизвестно. В начале подписания договора обещали 20 % скидку(возврат НДС-18% +2% ),а потом как выяснилось ничего этого нет , а есть только снятие денег со счета неизвестно за что ,без предупреждения ..."
84,2gis,13-03-2015,anna4love2u,0,"Остались смешанные впечатления… До операторов тяжело дозвониться и из личного кабинета не спеша отвечают, но отвечают. Полезные графики в лк реально помогают работе, но есть проблемы с корректным отображением баланса."
85,2gis,27-01-2015,era-ed,0,"все устраивает. и денег водителям в дорогу даем меньше и отслеживать затраты легко. много плюсов. но есть один минус который перечеркивает большинство плюсов: это неразбериха с балансом. проплатили 650000 пр долге 570000, у меня в личном кабинете плюс, а мне через два дня говорят что у меня плюса не было и требуют опять оплаты. личный менеджер уже утомился бегать к руководству))) ссылаются на разницу во времени. и такая ситуация постоянно. просят платить больше. тогда вопрос, а зачем мне давать предоплату,если я пользуюсь услугой, отсрочка платежа?????"
86,2gis,26-01-2015,vkojara,0,"Информативный личный кабинет, удобные инструменты для работы. Долго обновляются суммы на счете, деньги лучше кидать заранее."
87,2gis,13-01-2015,PPR,0,"Иван, добрый день!

Спасибо за Ваш отзыв.
Поскольку мы не можем Вас точно идентифицировать, мы можем лишь предположить, что сложности возникли из-за терминалов, на которых обслуживались Ваши карты. Терминалы, на которых списания происходят не мгновенно называются оффлайн терминалами. Отправка информации о списании средств отправляются раз в несколько часов. Ситуация с Вашим балансом зависит напрямую от этого. У Вас имеются средства на балансе и вы их расходуете при заправке, однако пока Ваши средства поступают на счет/списываются со счета и информация по Вашей карте обновляется проходит некоторое время, в зависимости от региона до 6 часов. В этот момент вы расходуете средства с положительного баланса.

Информация в личном кабинете обновляется раз в 1 час , поэтому вы всегда можете видеть Ваш актуальный баланс. В Вашем случае, в то время пока средства поступали на счет, были списаны средства и образовалась задолженность, которая была автоматически погашена при пополнении баланса счета.
В конце декабря проведена e-mail рассылка с предупреждением о своевременном пополнении счета для предотвращения подобных ситуаций, т.к. в праздничные дни срок поступления средств может увеличиться. Такова работа банковской системы.

К сожалению, в праздничные дни произошел сбой, который был устранен в самые короткие сроки и Ваши карты были включены в работу.

Если Вы пожелаете детально разобраться в случившемся, у Вас возникнут вопросы или пожелания, пожалуйста, напишите нам на адрес feedback@transitcard.ru, указав ИНН компании или номер договора и мы обязательно Вам поможем. Еще раз приносим Вам свои извинения!

Искренне Ваш, Петрол Плюс Регион!"
