,source,date,name,rating,description
64,yell,29-11-2021,Андрей Тарасов,5,"Компания Логистика выражает благодарность своему менеджеру Титовой Олесе за отзывчивость! Мы всегда уверены, что наш вопрос будет решен, за оперативность благодарим компанию!"
65,yell,29-11-2021,sanya.nashivanko,5,"Работаю с компанией ППР уже 5 лет, бывало разное, но все вопросы всегда решаются. Отличный личный кабинет, который постоянно совершенствуется; самая широкая сеть приема карт и она продолжает расширяться, персональный менеджер. Пока менять партнера не планирую. Спасибо за взаимовыгодное сотрудничеств...Показать полностью"
66,yell,29-11-2021,Алина Юнусова,5,"Работаем с ППР недавно, но достоинства уже оценили! Всё работает чётко! Отдельное спасибо нашему менеджеру Олесе, она всегда поможет и грамотно ответит на все вопросы.
С уважением, компания Глимс, г.Уфа"
67,yell,28-11-2021,Ольга Романовна,5,"Ставлю ""пятёрку"", потому-что сотрудничаем с ППР с 2017 года и можем смело порекомендовать эту компанию как надёжного партнёра, предоставляющего отличный сервис."
68,yell,27-11-2021,mankova-anna,5,"Очень удобный личный кабинет, где можно просматривать заправки, контролировать штрафы ГИБДД, настраивать лимиты по картам, смотреть доступные АЗС. При заправке авто получаем скидки. Работать с ППР очень удобно и выгодно."
69,yell,26-11-2021,azarinanadezda,5,"Рады с вами работать. Все устраивает. Отчетность в порядке, работают с ЭДО. Большой выбор услуг."
70,yell,26-11-2021,dk_matveeva,5,"много дополнительных предложений, мониторим штрафы и удобно оплачивать сразу через автоплатеж. оплачиваем мойки через топливную карту. компания растет на глазах, ждем когда появится возможность оплачивать платон ."
71,yell,26-11-2021,mariy2789,5,"С компанией ППР работаем около 2 лет, нам есть с чем сравнить, работали со многими топливными конторами. Помощь сотрудников почти всегда своевременна, когда например надо быстро зачислить деньги, есть личный менеджер Мария, да и в общем все сотрудники очень адекватные ребята. Процветания желаем, ну ...Показать полностью"
72,yell,25-11-2021,matrab,5,"Работаем с компанией относительно недавно, но за этот период успели оценить многие преимущества сотрудничества! Функциональный и продуманный личный кабинет. Отдельное спасибо специалистам поддержки и нашему персональному менеджеру Олесе!"
73,yell,25-11-2021,maxteeba,5,"С компанией ППР работаем уже несколько лет. Радует то, что можно заправиться почти на любой АЗС, при заправке мы получаем скидки, что не может не радовать. Очень удобный личный кабинет. Быстро зачисляются деньги на счёт компании."
74,yell,24-11-2021,pavrybakow,5,"Хорошая организация ППР, работаем примерно год по 2 организациям. Дали кредит,платежи быстро зачисляют даже в выходные.
Особую благодарность выражаем личному менеджеру Марине Болдыревой.
С Уважением,Павел."
75,yell,24-11-2021,Laini90,5,"Пользуемся картами ППР, более 2ух лет. Все устраивает. Есть отсрочка, удобный Личный кабинет, установили его и водителям. Отдельное спасибо нашему менеджеру Анне."
76,yell,24-11-2021,salieva_or,5,"Мы с 2019г с ППР, нам всегда нравилось, а с каждым годом нравится всё больше - сервис на высшем уровне, Личный кабинет и Мобильное приложение - отличные!
По картам мы не только заправляемся, но ещё и мойкой пользуемся, и шиномонтажом. Вскоре платные дороги можно будет по карте оплачивать - и этой во...Показать полностью"
77,yell,23-11-2021,stark039320,5,"Работаем с ППР более двух лет. Все на высочайшем уровне, отсрочка, кредитный лимит. Персональный менеджер Анна словно ангел-хранитель. Однозначно одна из сильнейших компаний на этом рынке."
78,yell,16-11-2021,suminova89,5,Отличный сервис и доступность в АЗС. Помощь менеджера Ольги в любых вопросах.
79,yell,11-11-2021,Ооо-Дорожное-Предприятие Ван,5,"Отличная компания. Вежливые менеджеры, всегда помогут"
80,yell,08-11-2021,e-gakhramanova,5,"Впечатления от работы с ООО ""ППР"" положительные: удобство пользования личным кабинетом, оперативное решения любых вопросов. Также хочется поблагодарить Якушеву Юлию за ответственных подход к своей работе, всегда поможет и ответит на возникнувшие вопросы. Процветания вашей компании!"
81,yell,29-10-2021,Надежда Латышева,5,"Отличная компания , менеджер Юлия всегда на связи , проблем нет. Рекомендую к сотрудничеству."
82,yell,27-10-2021,zhavoronkova_oks,5,"Работаем с ППР с 2017года, и нам очень комфортно!
Личный кабинет, мобильное приложение, широкая сеть АЗС —​ вот некоторые, но далеко не все достоинства компании!
Помимо выгодных условий нам предложили и отсрочку платежа, что очень удобно.
Отдельное спасибо нашему менеджеру Олесе, она на связи всегда...Показать полностью"
83,yell,27-10-2021,Зурета Ханахок,5,"Работаем с ООО ""ППР"" уже несколько лет. Никаких нареканий, одни положительные впечатления. Будем продолжать сотрудничество.
Отдельно хочу поблагодарить нашего менеджера Третьякову Олесю за высокопрофессиональный подход к своей работе. С ней очень легко и приятно общаться!"
84,yell,26-10-2021,Александр Александрович,5,"Работа с ООО «ППР» одна радость!
Как только начал с ними работать, моему бизнесу дышать стало легче!
С каждым годом вы все самосовершенствуйтесь и это только радует!
Отдельное спасибо хочу выразить моему менеджеру - Галушкина Анна! Решаем проблемы ещё до их наступления! Всем бы таких менеджеров как ...Показать полностью"
85,yell,21-10-2021,Екатерина Воробьева,5,"Сотрудничаем с ППР 4 год , все организованно на высшем уровне, все работает без сбоев, вопросы решаются оперативно., личный кабинет очень удобен.
Отдельное спасибо нашему менеджеру  Елене - всегда на связи. На все вопросы готов исчерпывающий ответ. Проблемы решаются в кратчайшие сроки.
Спасибо за со...Показать полностью"
86,yell,19-10-2021,azs30012019,5,"Доброе утро. Наше сотрудничество продолжается уже третий год. Выбор осознанный. Компаний много, у всех свои плюсы и минусы. На данный момент по моему субъективному мнению это лучшее сбалансированное предложение. Ни на этапе заключения договоров, ни в процессе работы не звучало и не звучит незбыточны...Показать полностью"
87,yell,07-10-2021,Ленара Абдуллина,5,"Наша компания на протяжении трех лет пользуется топливными картами Вездеход, так как у многих сотрудников разъездной характер работы. Очень удобный личный кабинет, видны все заправки в каждом регионе страны, один счет на все топливные карты. Подключили услугу Парковка в г. Москве. Сотрудники очень д...Показать полностью"
88,yell,16-07-2021,Марк Митряев,5,"Приобрел себе топливную карту ""Вездеход"". Очень удобна и проста в использовании. Есть бесконтактная оплата, что для меня очень важно. Есть скидки на АЭС. Удобство пользования через мобильное приложение."
89,yell,16-07-2021,Владимир Куприн,5,"Карты «Вездеход Online», стала для нашего отдела логистики, просто замечательным средством упрощения работы. Деньги на заправку каждого авто, теперь раздавать не нужно. Штрафы оплачиваются с большой скидкой и сразу за весь автопарк, расплатится можно, как самой картой, так и через приложение. Но сам...Показать полностью"
90,yell,09-07-2021,Денис Алексеевич,5,"Наша автобаза уже второй год перешла на топливные карты ППР. С их использованием получаем двойную экономию, как за счет скидок на топливо, которые предоставляют практически все сетевые АЗС. С помощью этой же карты можно оплатить услуги мойки автомобиля или парковку. При этом в отличие от чеков нечис...Показать полностью"
91,yell,28-06-2021,Сергей Муравьев,5,"Работают четко, без косяков. Бот на связи 24/7, всегда можно решить вопрос. Плюс есть ЭДО, это значительно облегчает жизнь.  Небольшие бонусы за заправку и тд добавляют плюсик в карму. Все устраивает пока, я доволен."
92,yell,21-06-2021,Роберт Бриг,5,"Давненько искал такую компанию. Нужно было разобраться с нашей логистикой, документами, не мешать свои личные средства и деньги компании. Посоветовали ППР знакомые, по итогу уже пару месяцев сотрудничаем. В начале немного непонятно все было, но есть менеджеры, которые понятно и доступно все рассказы...Показать полностью"
93,yell,24-05-2021,Олег Хафизов,5,"Выбрали по совету знакомых эту компанию, сначала не очень понятно все было. Решили месяц протестировать и посмотреть. В итоге оказалось даже удобно и экономно. Все настраивается в приложении онлайн, эдо, чат-бот с поддержкой. Теперь понимаю,  что зря раньше не оформили сотрудничество, советую."
94,yell,12-05-2021,Сергей Карпов,5,"Мы пробовали работать с разными компаниями, в итоге остановились на ППР и этот выбор не случайный. Во-первых, тут все четко налажено, любую проблему решают быстро, если менеджеры не справляются, то привлекают руководство. Документы привозят, куда нужно, деньги поступают быстро, много удобных фишек, ...Показать полностью"
95,yell,25-04-2021,Катя Зорина,5,"Уже более 2х лет сотрудничаем. Компания постоянно развивается, совершенствуется и предлагает новый функционал, это радует. Среди конкурентов выгодно выделяются подходом к работе, готовностью идти на встречу и хорошими предложениями типа бонусов. Я знаю, о чем говорю, потому как до ППР было несколько...Показать полностью"
96,yell,15-04-2021,Владлен Турмеев,5,"В целом все нравится, деньги поступают быстро, в личном кабинете легко все настроить и сделать ""под себя"". Есть чат боты  - это поддержка 24/7, основные вопросы они помогают решать, плюс к нам прикреплен менеджер, который тоже оперативно отвечает и рассказывает тонкости. Самое главное - это то, что ...Показать полностью"
97,yell,23-03-2021,Игорь Назаров,5,"Давно уже сотрудничаем, достаточно плодотворно. Все контролирую сам, все расходы и покупки. Шиномантаж, штрафы, командировки, заправки - все через ППР делаю. Прозрачно, понятно, удобно."
98,yell,16-03-2021,Антон Прокопенко,5,"Когда перешли на ППр, я понял, что работали вообще  по-старинке, как в колхозе. Теперь столько всего автоматизировалось, упростилось и стало доступно, что по началу я не могу привыкнуть. Спасибо менеджеру, Александру которого за нами закрепили. Очень помогал и подсказывал. Пока все нравится."
99,yell,28-02-2021,Вадим Берестов,5,"Мне нравится, что нет этой волокиты. Ни бумажной, ни остальной по настройкам. Удобно все делать в личном кабинете, в пару кликов настаивается необходимый функционал. Мы даже резину меняем через этот сервис, я все четко вижу, куда уходят деньги и нет вопросов."
100,yell,16-02-2021,Василий Филатов,5,"Сервис неплохой, удобный, много полезных штук. Например, PPR Pay - оплата бесконтактная через телефон. Штрих код генерируется буквально за пару секунд, куча заправок принимают. Карту с собой таскать не надо и подключается  в личном кабинете."
101,yell,12-02-2021,Azamat Taymasov,1,"Пользуюсь данными картами не первый год.
Последние пару месяцев пытаюсь оформить заказ на дополнительные карты и получаю отказ. В первом случае не смогли дозвониться (хотя дозвонились и я подтвердил), о втором напишу отдельно.
Поступает звонок от менеджера Виктории, которая утверждает, что при входе...Показать полностью"
102,yell,27-01-2021,Антон Уланов,5,"Нравится простота и удобство. Для оформления карты нужен просто расчетный счет в любом банке, и ты можешь контролировать свои расходы. Оплачивать легко и топливо, и мойку, и штрафы. Были у меня недобросовестные водители, которые левачили, мухлевали с бензином. Программа предупреждает о подозрительны...Показать полностью"
103,yell,19-01-2021,Борис Туманский,5,"У меня своя небольшая транспортная фирма, сначала вел всё сам. Хотел сэкономить на топливе, иногда заправлялся со своих денег. Но потом стали расширяться и я окончательно запутался, где мои деньги, а где компании. Стал сотрудничать с ппр, все наладилось и разрулилось. Стало все чётко и понятно, офор...Показать полностью"
104,yell,28-12-2020,Никита Щелчков,5,"В последнее время заценили у ППР фишку с электронными талонами, это гораздо удобнее, чем бумажные выписывать. Там ещё и 18% НДС возмещается. В целом сотрудничеством доволен, приятные менеджеры, помогают и подсказывают даже в нерабочее время. Плачу через ППР штрафы, парковку, топливо. Все есть в теле...Показать полностью"
105,yell,07-12-2020,Виктор Князев,5,"ЭДО в ППР - это мощь и сила! Мы только недавно перешли, раньше с бумажками волокиты было жуть. Наши бухгалтера рады и счастливы. Из хорошего ещё: есть чат-бот, отвечаем моментально, находит ближайшие заправки - красота. Все очень автоматизировано и удобно, мне пока все нравится."
106,yell,10-11-2020,Андрей Синица,5,"Тут есть поддержка 24/7, для моего бизнеса это весомое преимущество. Ещё можно оплачивать топливо через приложение, без карт всяких, к тому же небольшие скидки (3%, кажется) на мойки и тд. тоже радуют. Как говорится, лояльность к клиентам есть, что приятно"
107,yell,18-10-2020,Николай Варусов,5,"Нормальная компания, пока  особых нареканий нет. Много удобных фишек в личном кабинете, тот ЭДО очень выручает. Сравнивали по ценам, они примерно такие же, как и у всех, только тут функционала побольше. Да и поддержка отвечает оперативно, что приятно."
108,yell,22-09-2020,Александр Нестеров,4,"Уже чуть более года работаем с ППР, в целом нормально. Были пару спорных моментов, но менеджер помог разобраться. У меня сотрудники этим занимаются, настроили лимиты по картам в личном кабинете, отслеживают трансзакции. Вообще удобно, что четко видно маршрут водителя и легко отследить все передвижен...Показать полностью"
109,yell,06-08-2020,Филипп Демин,5,"Перевести оплаты на безнал решили еще в прошлом году. К февралю уже подключились к ППР. Главный плюс - прозрачность и удобство контроля расходов. Захотел проверить сколько потрачено - открыл личный кабинет и там все четенько расписано, и траты, и маршруты, в общем порядок. Технически сервис здорово ...Показать полностью"
110,yell,06-07-2020,Роман Грицина,5,"С нового года пользуемся услугами компании. Пока всем довольны, никаких неприятных моментов не возникало. Деньги всегда быстро поступают, настроить все можно онлайн в личном кабинет, что очень удобно. Менеджеры всегда на связи, хоть мы их особо и не дергаем никогда. В целом довольны сотрудничеством."
111,yell,17-02-2020,alexandr,1,"Хуже партнера у нас не было!!
Добиться обратной связи не возможно. На горячей линии ничего не решают. Половина заправок из их списка не принимают их карты. 
Страшно дорого. Мало того, что бензин дороже, а прибавить обслуживание карт, получаются вообще, цены космос. Для сравнения Лукойл берет 30₽ за ...Показать полностью"
112,yell,04-12-2019,Игорь Алексеев,5,"Компанию рекомендую, удобные сервисы и на связи по Любы вопросам, проблемы решают"
113,yell,28-11-2019,postalcabinet,1,"Вчера проверял остаток в лк, было  + 20 000 рублей.
Сегодня с утра уже - 30 рублей.
Транзакций за это время провели на 11 000 рублей.
Как это возможно?
Машина застряла на платке Питер-Москва.
Спасибо ППР!!! Очень комфортно с вами работать."
